Tweet,Category
"@ScreenWellcome  Ah, bizarrely I see it on my iPhone, but not on laptop with Safari, which only has 1st 3 tabs.  Weird.",positive
"If you're an iPhone user like myself, new phone and more to be revealed in the next 20 minutes! Watch it live here http://t.co/FzBHq5Xx9I",positive
"I'm so excited to see the new iPhone release, even though it may be following a trend xD",positive
Cool filter called the blinding sun &amp; iPhone 5c... Lol @ Gediminas' Tower https://t.co/8aAtHasK7j,positive
"Well, I'll be watching on a 4th gen of iphone. even it wont get ios 9 update.  #AppleEvent",positive
Why would you waste a good iPod like this...idiots...IDIOTS https://t.co/A3C8sPg5Qc,negative
"I crushed a 7.5km run with a pace of 4'45"" with Nike + iPod.  #makeitcount  #nikeplus #september : http://t.co/vOYVLSkvGV",positive
@bretteldredge can next Friday please get here any faster? I need the rest of #Illinois on my iPod!,positive
Not Available,neutral
@lovinglevesque I will have it by tomorrow!! I'm on my iPod now haha. When you free,positive
https://t.co/kecj06sddV  come join mark on his charity live stream to help fight Depression and Bipolar  ^-^ you may even an ipod #eggplant,positive
Memorised the journey to Lucy's tomorrow in case my iPod and iPhone run out of charge on route haha,positive
Lmao just turned on my ipod for 1st time in 4evs &amp; this is the last photo http://t.co/NQhJAxq8EI,positive
I have the Moonlight Sonata 3rd movement in my iPod and I listen to it when I need to relax,positive
Not Available,positive
@markiplier I have faith that tonight I may win an iPod which would mean the world to me and I would treasure it qith my life,positive
still can't get my IPOD 3rd gen shuffle to change songs cos of the USB NOT RECOGNIZED ERROR 43 shit. Does this mean I need new USB CABLE?,negative
Hey @markiplier my birthday is this coming Thursday and I don't necessarily want an Ipod but a happy birthday would suffice haha #EGGPLANT,positive
#EGGPLANT LETS GO new winner of the iPod and may we reach out goal Hazzah and Mark are you going to pax south,positive
The stream is so long!!! I wanna go to sleep but... I want a IPod. 2nd hardest decision in my life.,positive
#EGGPLANT (i want a ipod) https://t.co/iIGmKK0Ewr,positive
"Apple has a recall on all 1st generation iPod Nano's, And will give you a 6th generation iPod Nano if you return the 1st generation one.",positive
h. i'm going to make a twitter to use on my ipod at school/work tomorrow bc this fucks up my notifs,negative
"I should be getting into bed, I am however instead looking through my iPod for songs I might want to pole to.  I may be addicted.",positive
No iPod until 10th grade began... Brother is still in elementary and succeeded in convincing dad he 'needs' one.,neutral
I have to deal with this ipod so rest in pieces my emo snowflake fuckers. Here's to our tomorrow. Thank you for living to see today.,negative
I may have to pull out my Oldskool iPod and just blast some Tupac from my TV this morning #RIP,neutral
"Let you know what kind of day it's going to be--1st song up on my IPod is ""Do It Now"". By Mos Def/YB.  Leggo!",positive
Not Available,positive
Not Available,neutral
Saw an iPod nano 5th(?) Gen 16GB one at the cash converter's place,neutral
Still head over heels in love with my (4th generation) iPod. Curated to the hilt. #ipod #Apple #oldtech #personalmediadevices,positive
"Rock(s) Rider - HD Edition *** PLEASE NOTE: Compatible with iPhone 4s, iPad 2, iPad mini, iPod touch (5th... http://t.co/IF3zv0F5eL",neutral
@nneoma_am my iPod is actually 6th generation . Google it out,neutral
Not Available,positive
Not Available,neutral
Not Available,neutral
"I may have a 10 yo ipod classic, i've never encountered a problem w/ it, unlike my sisters whose newer models seem to crash quite easily.",positive
I hope tho hive will be fast to upload the video and audio of the performance tomorrow so I can have it on my ipod,neutral
How did i make it on the bus on Thursday without my ipod????,neutral
"BTW, @LeeIngram4 is the guy who gave me an iPod last year, on which my son (@PChangerP ) 1st set me up on Twitter. My 1st tweet was 9/6/14.",positive
"In my emotions today ab the boys break, turn on my 1D iPod folder and the 1st song was ""Back for You"". Is that a sign??",neutral
Not Available,negative
"off on holiday tomorrow, downloading apps for ipod for the plane anyone know any good free ones?",positive
@normwood I still have my original newfangled iPod. Maybe I'll bring it to the game on Monday.,positive
@frecklequeen45 I *may* have a playlist on my iPod devoted entirely to songs about trains. I *may* also be a total geek.,positive
Not Available,neutral
Mom tells me to not spend so much time on my iPod but when I ask her to take me to 2nd &amp; Charles to buy me books she says no...wut,neutral
"IPod Accessories: TsirTech 15 Piece iPod classic, Accessory Bundle compatible with iPod Classic 120GB and New 7th... http://t.co/1un2oROcmY",neutral
@CyrenNightsong I miss my kitty.. he used to chase the sun reflection of my ipod on the wall..,neutral
I found my old ipod classic from the 5th grade the songs on it oh my god,neutral
"Hey @UKRunChat please RT, running GNR on Sunday, anyone got suggestions for good running songs.  Need to update the iPod.",positive
"Finally gonna buy my own camera tomorrow ! I'm so excited, I'll be able to take pictures with something else than my old ipod.",positive
"If you found a set of headphones &amp; an iPod @flystl on Saturday by @Starbucks in Terminal C, please turn them in. Reward offered. #american",neutral
Not Available,neutral
Loading some sick new music onto my iPod for the #Billiken5K tomorrow.,positive
Apple A1136 80GB 5th Generation iPod with Video (iPod Only Black 5th Gen. READ!) http://t.co/WlsxnA9zYB http://t.co/P7O07yRPfr,neutral
"1st day back at work after a terrible week off and I've forgotten my ipod, security pass and lunch! #mondaydaze #cancelmonday",negative
My boys @SharifAfifi &amp; @WillBradnam just came on shuffle on my iPod and now I MISS MULLED WINE NIGHTS AND THE 8TH FOLD AND THEM.,neutral
"Don't forget to collect the bills and win free ipod nano 7th generation &amp; 17% CK vouchers of total bills , we... http://t.co/CNn4Ln9swy",positive
"@KANYESIVAN nice, smallzy retweeted me during the wild premier on thursday and i dropped my ipod whoops",neutral
"Sitting in my office, window open, sun shining in, listening to my ipod, wondering exactly what the catch is with this job.",positive
Does anyone know how to get around a disabled 5th gen ipod WITHOUT putting it into recovery mode?,negative
#ipod: iPod nano may be the worst ATM skimmer ever created - Just when you thought the click wheel... http://t.co/3vMcsrvTXC #iPOD-NANO,negative
@jramstrash i have a 4th generation ipod and i cant download any new apps or update anything so i pretty much just use it for music/snapchat,neutral
1 gud thing about losing my phone is that it made me use my iPod which has all the songs I used listen to in 3rd year,positive
When I do auto time on my iPod it thinks it January 24 1971,neutral
I drenched the old iPod nano (6th gen) in isopropanol and it actually worked! The screen will never look the same but totally worth it.,positive
"Can't believe I left my charger at Tia's. I have just under 50% until tomorrow, so in living on my IPod. You can only contact me via Twitter",negative
Found my old iPod from like 7th grade and am now realizing I listened to some hood tunes for just a kid!!,positive
Not Available,positive
Not Available,neutral
I wish I still had my iPod from ages ago. I had much better taste in music in the 8th grade,neutral
tbt when i got my ipod stolen in 8th grade and i was only upset bc i thought whoever stole it was gonna leak the lesbian porn i had on it,negative
"if anyone tries to text/imessage me on my IPod, just letting you know that i can't reply till thursday",neutral
Not Available,negative
Not Available,positive
I'm not taking my iPod to school tomorrow because I want to have a battery when I go to my concert,positive
"My 4s is out of data till the 10th and can't connect to wifi anymore, I have an iPod now",negative
Not Available,positive
just synced saturday's live set on my ipod. time to pick up fragments of my memories together and cry on the train...,negative
"Radio Free Ted (my car iPod) plays the Moody Blues.   I tell it that no, it's Tuesday 11 am.  Afternoon is in another hour.",neutral
@jroberts332 @jobot935 [2/2] That's why my Prog/Indie/Heavy Rock-filled iPod has One Direction's 3rd and 4th albums on it. I am Not kidding.,positive
yall i got my ipod taken in 3rd period because i forgot to turn my volume down and i got a notif about army selca day,negative
I need a new iPod. I've had the same one since like 7th grade,neutral
I used to absolutely love the music to Silent Hill. Even had it on my ipod! https://t.co/2UZ23Nn4kX,positive
"i went through my old iPod nano and I still listen to the same music I did in 5th grade..chili peppers, green day, the killers, blink omfg",positive
"Found an ancient ipod nano, I may have to keep it.",positive
Gonna try to run 6 laps tomorrow atleast 5 it should be easy I just can't talk to ppl. Just gotta listen to my iPod and keep runnin,positive
1st song on the iPod upon leaving GB is 'Good Life' by One Republic &amp; upon leaving an amazing weekend w/ @Amy__Bailey &amp; her fam it truly is!,positive
@APPLEOFFIClAL will the iPod 6th generation have a rear camera for the 16gb version? Because the 5th gen didn't,neutral
IPod: Apple iPod touch 8 GB (2nd Generation--with iPhone OS 3.1 Software Installed) [OLD MODEL] http://t.co/XaziaJHfPb,neutral
"Also, my fucking iPod got stolen at snipes &amp; the only thing I can't let go of is the music. Take the 1st gen iPod, just want my Jamz back",negative
@alex32johnson idk I just wanted to make convo since my phone is kinda ruined because pool and I'm using like a 3rd generation iPod lol so,negative
@TayToOoCute miss you tay! I was just looking thru my ipod &amp; I have vids of you singing back in SAT prep lol,positive
@KnownAs_Diamond my ipod died . I'll text when i get a charger tomorrow . Unless you wanna text an android user,neutral
"My first Ipod was a 3rd Gen, everyone else had iPhone 4s at the time.",neutral
"'Sometimes you're just better off dead, there's a gun in your hand that's pointing to your head...' Wednesday's iPod selection",negative
I have loads to tell you guys that will make yall super proud but I'm using my iPod now and it's super laggy so I'll tell later or tomorrow,positive
"@AndKlingler I need that iPod that Noah left at your house, could you DM me when your mom or Kevin is home tomorrow so I can come get it?",neutral
"@iTech911 oh I said 6th generation of the iPod nano, no reply still",neutral
"@LandOfSteve haven't listened all morning, WED is an IPod day, besides don't want to hear about Astros choke job",negative
I may need to get TweetBot for my iPod just for the mute function.,neutral
Wrong. The original iPod unveiling when Stevo pulled it out of his pocket at the end is my favourite.  https://t.co/sM9HRMUgDE,neutral
Another nail in the coffin to Jay-z failure 'Tidal' as Cash Money sues for $50m over Lil Wanker's album @MarkDice http://t.co/iFpOECcl7a,negative
#FF @innocent - not just for the drinks but for Jay-Z's 99 problems! 99 problems that we may just ponder about at some point in our lives!,positive
Sitting at a curb staring at the White House Listening to jay-z.thats a fine Friday,positive
